co,no,no2,o3,so2,pm2_5,pm10,nh3,aqi
587.46,0.02,6.94,7.42,0.91,20.37,22.19,2.12,3
594.14,0.16,6.86,8.76,1.01,20.88,23.27,2.41,3
574.11,0.72,5.57,15.38,1.1,19.2,21.67,2.41,2
547.41,0.85,4.2,27.9,1.1,17.62,19.87,2.15,2
494,0.43,2.61,50.07,1.07,17.24,19.25,1.93,2
417.23,0.18,1.22,62.23,0.89,15.54,17.09,1.46,2
373.84,0.11,0.86,62.94,0.74,14.96,16.15,1.2,2
367.17,0.09,0.8,67.23,0.69,16.43,17.5,1.17,2
367.17,0.09,0.98,65.09,0.65,17.27,18.29,1.25,2
370.5,0.08,1.32,60.8,0.66,18.96,20,1.38,2
370.5,0.03,1.82,57.22,0.73,20.2,21.19,1.38,3
383.85,0,2.7,55.08,1.01,19.91,20.8,1.31,2
407.22,0,3.68,49.35,1.36,18.61,19.47,1.2,2
427.25,0,4.41,42.56,1.51,16.84,17.76,1.17,2
453.95,0,5.01,35.41,1.48,15.7,16.83,1.3,2
480.65,0,5.44,27.54,1.39,15.81,17.23,1.47,2
507.36,0,5.57,21.64,1.25,16.81,18.39,1.55,2
534.06,0,5.57,16.99,1.09,18.3,20.03,1.63,2
547.41,0,5.36,15.02,0.88,19.19,20.85,1.68,2
540.73,0,4.93,15.38,0.72,18.94,20.39,1.69,2
534.06,0,4.93,15.2,0.66,18.11,19.47,1.73,2
540.73,0.01,5.4,11.62,0.65,18.61,20.06,1.79,2
554.09,0.01,6.26,8.14,0.69,20,21.65,1.85,3
574.11,0.03,7.45,5.41,0.81,22.29,24.2,1.88,3
607.49,0.07,9.6,3.26,1.1,26.05,28.43,1.85,4
667.57,1.23,11.14,3.93,1.73,31.94,34.95,1.84,4
654.22,2.85,10.28,12.34,2.27,32.41,35.33,1.76,4
674.25,3.07,10.54,26.82,2.44,34.34,37.11,1.76,4
694.28,1.68,9.25,62.94,2.21,37.03,39.63,1.87,4
500.68,0.37,3.13,83.69,1.15,29.32,31.21,1.44,4
403.88,0.15,1.56,80.11,0.77,23.93,25.5,1.24,3
390.53,0.11,1.41,79.39,0.72,22.5,23.98,1.27,3
403.88,0.09,1.61,75.82,0.8,23.05,24.49,1.33,3
453.95,0.09,2.25,71.53,1.04,28.5,29.88,1.38,4
534.06,0.06,3.21,66.52,1.24,33.21,34.36,1.27,4
580.79,0.02,4.54,55.08,1.39,29.54,30.4,1.11,4
587.46,0.01,6.6,39.34,2,22.11,22.86,1.06,3
587.46,0,8.65,25.39,2.74,17.04,17.82,1.08,2
600.82,0,11.65,15.91,3.99,16.25,17.14,1.09,2
640.87,0.01,15.59,10.1,5.54,18.46,19.45,1.09,2
674.25,0.01,18.85,6.62,6.26,21,21.99,1.06,3
714.3,0.04,21.94,3.84,6.32,23.19,24.24,1.09,3
767.71,0.11,24.68,1.61,6.44,26.31,27.54,1.16,4
827.79,0.63,25.71,0.41,6.5,29.8,31.29,1.24,4
841.14,1.77,23.65,0.13,5.48,30.4,32.02,1.31,4
781.06,1.77,19.54,0.15,3.73,27.13,28.66,1.36,4
694.28,0.73,15.59,0.59,2.33,22.16,23.53,1.39,3
614.17,0.16,12,1.79,1.55,18.2,19.53,1.46,2
560.76,0.05,9.17,3.35,1.19,15.32,16.66,1.52,2
507.36,0.57,6.51,8.4,1.12,11.64,12.77,1.36,2
487.33,0.6,6.34,10.82,1.12,10.12,11.08,1.24,2
460.63,0.48,6.08,13.77,1.07,8.78,9.64,1.16,1
410.56,0.34,4.97,18.95,0.86,6.62,7.3,0.97,1
357.15,0.23,3.56,24.32,0.66,4.69,5.21,0.84,1
333.79,0.21,3,28.97,0.59,4.04,4.48,0.81,1
343.8,0.17,3.3,30.4,0.68,4.5,4.94,0.82,1
400.54,0.11,4.63,27.18,0.95,6.69,7.2,0.87,1
460.63,0.05,6.17,23.25,1.22,8.86,9.38,0.83,1
473.98,0.01,6.77,22.89,1.39,9.72,10.26,0.89,1
473.98,0,6.94,22.17,1.48,10.09,10.74,1.03,2
473.98,0,6.94,20.39,1.48,10.3,11.14,1.16,2
480.65,0,6.86,18.42,1.34,10.61,11.73,1.35,2
500.68,0,6.94,16.45,1.22,11.23,12.55,1.55,2
520.71,0,7.2,14.66,1.21,12.08,13.6,1.66,2
534.06,0,7.54,13.59,1.22,12.87,14.42,1.62,2
547.41,0,7.88,12.34,1.21,13.9,15.39,1.57,2
560.76,0,8.31,10.91,1.21,15.24,16.66,1.52,2
574.11,0,8.57,9.66,1.16,16.08,17.27,1.44,2
594.14,0.01,9.25,7.87,1.12,16.92,17.93,1.36,2
620.84,0.01,10.8,5.81,1.27,18.48,19.38,1.31,2
654.22,0.02,12.68,4.11,1.57,20.49,21.3,1.24,3
667.57,0.03,12.85,3.53,1.54,20.31,20.99,1.14,3
594.14,0.48,8.82,5.41,1.03,14.72,15.41,1.05,2
574.11,0.98,7.88,7.6,1.01,13.18,13.93,1.05,2
554.09,1.12,6.68,11.62,0.92,11.22,11.95,1.01,2
467.3,0.61,5.23,21.1,0.71,8.11,8.71,0.88,1
423.91,0.34,4.28,29.33,0.63,6.92,7.47,0.86,1
413.9,0.25,3.86,35.41,0.65,6.9,7.44,0.89,1
423.91,0.2,3.64,40.05,0.75,7.45,8.02,0.94,1
447.27,0.17,3.6,43.27,0.89,8.69,9.32,1.03,1
460.63,0.14,3.64,45.78,1,9.84,10.5,1.06,1
467.3,0.08,4.2,43.99,1.09,10.47,11.17,1.12,2
487.33,0.01,5.18,37.55,1.22,10.99,11.79,1.2,2
514.03,0,6,31.11,1.34,12.01,12.93,1.22,2
560.76,0,7.28,23.6,1.49,14.61,15.75,1.33,2
614.17,0,9,15.56,1.67,17.89,19.38,1.54,2
660.9,0.01,11.31,8.94,2.06,21.58,23.35,1.57,3
720.98,0.06,15.42,4.29,3.25,27.04,28.97,1.43,4
794.41,0.15,22.28,1.77,5.54,36.42,38.41,1.05,4
894.55,0.33,30.5,0.93,8.46,49.11,51.1,0.47,4
961.3,0.48,38.39,0.95,10.73,60.43,62.12,0,5
1014.71,0.96,41.13,0.48,10.73,68.04,69.38,0,5
1028.06,1.69,39.76,0.15,9.66,71.16,72.21,0,5
988.01,1.65,36.33,0.18,7.87,68.02,68.83,0,5
907.9,0.94,32.56,0.54,6.38,61.94,62.64,0,5
747.68,1.3,22.96,6.35,4.47,46.95,47.69,0,4
667.57,1.06,18.34,10.82,3.55,38.6,39.39,0.15,4
607.49,0.81,15.08,16.45,2.83,32.51,33.33,0.41,4
520.71,0.58,11.31,25.03,2.03,24.65,25.31,0.45,3
480.65,0.48,8.65,32.19,1.55,20.6,21.17,0.52,3
460.63,0.39,6.94,39.7,1.28,18.75,19.26,0.57,2
453.95,0.28,5.48,43.99,1.06,17.1,17.55,0.59,2
473.98,0.17,4.97,42.56,0.91,16.22,16.67,0.66,2
494,0.08,4.41,41.13,0.81,14.77,15.23,0.74,2
534.06,0.05,5.36,28.61,1.03,15.05,16,1.49,2
607.49,0.02,7.37,16.09,1.4,17.05,18.79,2.01,2
660.9,0.04,8.23,10.28,1.64,19,21.55,2.6,2
694.28,0.05,8.57,8.4,1.77,21.02,24.28,3.1,3
694.28,0.03,7.8,9.39,1.51,21.99,25.27,2.44,3
674.25,0.01,6.77,12.88,1.24,21.72,24.47,1.76,3
634.19,0,5.74,17.88,1,20.13,21.89,1.27,3
614.17,0,5.01,15.74,0.75,19.25,20.5,1.2,2
580.79,0,4.03,13.41,0.51,18.07,18.99,1.19,2
547.41,0.01,3.26,13.05,0.37,16.47,17.17,1.14,2
520.71,0,2.74,13.59,0.29,14.85,15.41,1.08,2
500.68,0,2.4,15.2,0.23,13.32,13.77,0.97,2
480.65,0,2.14,18.06,0.19,11.98,12.39,0.88,2
473.98,0,2.04,18.42,0.19,11.46,11.94,0.92,2
467.3,0.15,2.27,21.99,0.4,10.4,11.16,1.01,2
460.63,0.22,2.16,27.18,0.47,9.95,10.75,0.96,1
447.27,0.22,1.67,35.76,0.45,9.84,10.61,0.93,1
407.22,0.1,1.18,41.49,0.32,8.37,8.92,0.73,1
373.84,0.06,1.02,39.34,0.27,6.6,7.04,0.65,1
350.48,0.05,0.92,37.19,0.24,5.47,5.85,0.61,1
330.45,0.05,0.79,36.12,0.21,4.89,5.23,0.57,1
320.44,0.06,0.68,36.12,0.2,4.94,5.27,0.58,1
320.44,0.07,0.66,36.84,0.21,5.3,5.63,0.63,1
333.79,0.08,1.05,34.69,0.3,6.07,6.51,0.89,1
357.15,0.03,1.91,29.68,0.46,7.03,7.66,1.19,1
377.18,0,2.59,25.39,0.57,7.94,8.78,1.31,1
393.87,0,2.96,22.35,0.6,8.6,9.65,1.43,1
417.23,0,3.21,20.03,0.64,9.65,10.92,1.54,1
453.95,0,3.51,18.77,0.66,11.34,12.67,1.66,2
487.33,0,3.68,19.13,0.62,13.01,14.21,1.66,2
500.68,0,3.38,19.85,0.49,13.72,14.68,1.58,2
494,0,3,19.49,0.4,13.75,14.57,1.66,2
480.65,0,2.7,18.6,0.34,13.18,13.91,1.73,2
467.3,0,2.36,18.95,0.29,12.27,12.92,1.6,2
453.95,0,2.1,18.95,0.25,11.46,12.03,1.44,2
433.92,0,1.82,18.6,0.21,10.34,10.83,1.24,2
413.9,0,1.61,17.35,0.2,9.19,9.65,1.12,1
393.87,0.05,1.74,15.56,0.35,7.49,8.15,1.01,1
380.52,0.06,1.5,16.09,0.37,6.24,6.95,0.86,1
363.83,0.05,1.05,16.45,0.32,5,5.69,0.71,1
340.46,0.04,0.64,19.85,0.21,3.29,3.68,0.47,1
333.79,0.06,0.59,22.53,0.18,2.36,2.63,0.44,1
330.45,0.08,0.61,24.68,0.18,2.07,2.33,0.48,1
330.45,0.07,0.61,25.39,0.19,1.98,2.23,0.49,1
330.45,0.05,0.65,23.6,0.18,2.04,2.28,0.48,1
330.45,0.03,0.74,21.1,0.19,2.15,2.39,0.5,1
343.8,0.01,1.46,16.81,0.33,2.65,3.04,0.87,1
373.84,0.01,2.61,13.41,0.54,3.6,4.26,1.24,1
397.21,0,3.21,12.88,0.63,4.76,5.61,1.22,1
417.23,0,3.3,14.31,0.62,5.94,6.85,1.22,1
440.6,0,3.3,14.13,0.6,7.21,8.15,1.28,1
460.63,0,3.26,13.23,0.57,8.29,9.18,1.39,1
467.3,0,3.21,12.52,0.52,8.93,9.74,1.5,1
473.98,0,3.17,11.8,0.46,9.25,9.98,1.58,1
480.65,0,3.17,11.36,0.41,9.63,10.31,1.65,1
487.33,0,3.09,12.16,0.37,9.72,10.33,1.62,1
480.65,0,3,13.05,0.34,9.89,10.47,1.65,1
487.33,0,2.96,13.59,0.34,10.32,10.88,1.74,2
494,0,2.96,13.77,0.36,10.96,11.52,1.85,2
494,0,2.91,13.41,0.39,11.49,12.09,1.84,2
487.33,0.03,2.68,20.56,0.48,11.3,12.01,1.14,2
507.36,0.04,2.61,26.11,0.58,13.21,14.03,1.09,2
554.09,0.05,2.68,31.47,0.73,17.83,18.7,1.19,2
534.06,0.06,2.04,32.9,0.66,16.34,16.93,0.9,2
494,0.05,1.76,30.4,0.61,13.05,13.54,0.83,2
473.98,0.07,1.74,28.97,0.62,11.18,11.65,0.94,2
453.95,0.07,1.84,27.18,0.63,9.43,9.93,1.12,1
453.95,0.07,2.16,25.03,0.69,8.6,9.17,1.31,1
453.95,0.05,2.55,23.6,0.78,8.73,9.35,1.35,1
473.98,0.02,3.34,22.17,0.95,10.27,10.96,1.31,2
514.03,0,4.46,20.92,1.04,13.26,14.1,1.41,2
554.09,0,4.93,21.46,1.07,17.1,18.17,1.54,2
614.17,0,5.1,22.53,1.18,23.64,25.17,1.79,3
700.95,0,5.66,20.21,1.31,32.19,34.43,2.12,4
801.09,0,6.51,16.63,1.52,41.47,44.44,2.25,4
907.9,0.01,7.45,12.52,1.83,50.53,53.88,2.19,5
1001.36,0.01,8.65,8.76,2.18,60.05,63.28,2.03,5
1108.17,0.03,12.34,5.14,3.07,71.64,74.85,1.79,5
1268.39,0.06,22.96,2.21,5.48,89.26,92.26,1.41,5
1441.96,0.14,33.93,0.92,7.27,104.99,107.73,1.22,5
1508.71,0.17,38.39,0.86,7.45,108.23,110.67,1.17,5
1455.31,0.07,37.36,1.77,6.86,100.09,102.27,0.89,5
1401.9,0.03,34.27,2.64,6.02,93.45,95.63,0.81,5
1602.17,2.21,34.27,6.8,6.8,106.17,109.09,0.78,5
1562.12,1.65,27.42,11.62,5.6,89.89,92.44,0.82,5
1268.39,0.52,17.48,20.03,3.58,61,62.92,0.9,5
774.38,0.23,8.23,39.7,1.79,31.49,32.63,0.8,4
554.09,0.13,3.86,48.64,0.98,17.54,18.28,0.87,2
467.3,0.09,2.23,51.5,0.69,11.99,12.56,0.95,2
433.92,0.07,1.82,52.93,0.6,10.25,10.76,1.01,2
440.6,0.05,1.95,51.5,0.63,10.61,11.14,1.08,2
440.6,0.03,2.31,48.64,0.7,10.89,11.4,1.08,2
453.95,0.01,3.17,43.27,0.72,11.15,11.72,1.2,2
487.33,0,4.28,36.12,0.83,11.97,12.72,1.3,2
567.44,0,6.68,27.9,3.93,15.31,16.34,1.2,2
734.33,0,14.91,17.35,13.11,23.6,24.92,0.96,3
947.95,0.02,30.16,6.71,21.46,35.69,37.2,0.71,4
1161.58,0.18,46.61,1.52,23.6,49.16,50.65,0.49,4
1281.74,0.29,53.47,0.91,17.88,60.87,62.07,0.33,5
1308.44,0.17,47.98,1.54,11.92,64.17,65.19,0.57,5
1281.74,0.06,39.07,2.57,7.57,61.27,62.15,0.84,5
1255.04,0.06,30.85,2.62,4.71,59.36,60.25,1.25,5
1241.68,0.1,25.02,1.79,3.07,59.57,60.5,1.54,5
1201.63,0.13,20.74,1.45,2.09,58.29,59.16,1.54,5
1148.22,0.13,16.97,1.52,1.54,55.76,56.58,1.47,5
1108.17,0.14,14.05,1.5,1.34,54.87,55.8,1.54,5
340.46,0.16,4.03,16.63,3.01,28.99,34.25,0.72,4
350.48,0.26,4.8,27.9,5.07,26.6,32.92,0.38,4
367.17,0.22,4.58,38.27,5.42,26.12,32.78,0.47,4
387.19,0.13,3.77,60.08,5.13,27.08,33.74,0.68,4
373.84,0.09,2.38,78.68,3.37,20.35,24.69,0.68,3
370.5,0.08,2.01,86.55,2.77,18.5,22.3,0.72,2
383.85,0.08,2.01,97.28,2.95,20.51,24.58,0.93,3
410.56,0.08,2.21,114.44,3.67,27.51,31.85,1.41,4
467.3,0.05,2.74,143.05,5.48,45.97,50.72,2.25,4
554.09,0.03,3.47,185.97,8.11,73.43,78.73,3.23,5
627.52,0.02,4.84,188.83,8.7,87.01,92.64,3.71,5
674.25,0.01,6.34,155.93,7.51,84.58,90.33,3.71,5
674.25,0,7.11,123.02,6.2,73.11,78.84,3.2,5
660.9,0,7.54,98.71,6.8,62.01,67.26,2.53,5
627.52,0,6.94,79.39,8.7,51.67,55.89,1.71,5
567.44,0,6.26,65.09,11.21,43.55,46.77,1.01,4
500.68,0,6.77,51.5,12.52,39.91,42.33,0.42,4
447.27,0,6.77,39.34,10.97,37.01,38.98,0.04,4
410.56,0,5.83,33.98,8.58,32.06,33.58,0.01,4
383.85,0,4.97,31.11,7.03,27.58,28.53,0.12,4
367.17,0,4.2,26.82,5.19,25.52,26.34,0.29,4
357.15,0,3.26,23.25,3.58,24.05,25.05,0.47,3
353.81,0,2.68,24.32,3.04,23.43,25.21,0.56,3
363.83,0,2.87,28.25,3.7,24.11,27.77,0.53,3
380.52,0.02,3.77,32.19,4.89,25.85,31.88,0.5,4
403.88,0.01,4.97,33.26,5.66,26.84,33.91,0.47,4
420.57,0,5.66,29.33,5.6,26.07,32.29,0.5,4
427.25,0,6,25.75,5.6,24.97,29.98,0.52,3
427.25,0,6.08,23.6,5.84,24.35,28.85,0.49,3
440.6,0.01,6.6,22.17,6.8,25.4,30.17,0.48,4
467.3,0.01,8.05,25.03,9.54,27.23,32.07,0.59,4
473.98,0.06,8.14,47.21,12.28,27.25,31.53,1,4
487.33,0.03,7.28,69.38,15.26,29.95,34.23,1.49,4
494,0.02,8.31,77.25,20.74,34.62,39.07,1.6,4
473.98,0.06,10.2,67.95,25.75,34.27,38.54,1.28,4
447.27,0.01,11.31,55.08,25.99,31.72,35.67,0.98,4
427.25,0,11.48,49.35,24.8,30.46,34.57,0.84,4
413.9,0,10.88,43.27,23.13,28.96,33.01,0.74,4
407.22,0,9.43,38.98,19.31,28.72,32.02,0.52,4
403.88,0,8.4,37.19,16.21,29.94,33.11,0.39,4
400.54,0,7.8,37.19,13.23,32.66,36.52,0.22,4
383.85,0,7.45,37.91,12.16,33.96,39.57,0.06,4
363.83,0,7.28,38.98,13.47,31.52,38.32,0.07,4
367.17,0,7.11,40.77,14.42,29.38,36.88,0.15,4
383.85,0,6.43,39.7,13.11,29.67,38.24,0.27,4
393.87,0,5.48,39.34,10.97,31.14,40.86,0.31,4
393.87,0,4.54,38.98,8.94,31.41,42.05,0.32,4
397.21,0,4.46,38.62,8.7,30.86,42.37,0.3,4
410.56,0.05,5.27,37.91,9.54,30.95,42.96,0.29,4
423.91,0.24,5.74,40.41,9.78,30.7,42.44,0.38,4
440.6,0.36,4.93,55.79,9.18,30.13,41.18,0.67,4
440.6,0.29,3.6,82.97,7.87,29.63,39.57,1.05,4
390.53,0.18,2.12,88.69,4.71,21.06,27.48,1.01,3
373.84,0.12,1.76,92.98,3.43,17.77,22.45,1.12,2
380.52,0.09,1.74,101.57,3.28,18.67,22.79,1.36,2
393.87,0.08,1.76,110.15,3.19,22.16,25.94,1.77,3
417.23,0.07,1.95,123.02,3.49,29.77,33.48,2.5,4
440.6,0.05,2.34,135.9,4.05,37.54,41.16,3.17,4
480.65,0.02,3.26,141.62,5.01,43.58,46.76,3.45,4
514.03,0,4.24,131.61,5.54,45.74,48.48,3.36,4
520.71,0,4.93,111.58,5.72,44.2,46.8,2.91,4
507.36,0,6.08,84.4,7.27,40.83,43.31,1.98,4
487.33,0,6.17,57.94,6.14,35.51,37.55,1.09,4
453.95,0,4.93,37.91,3.1,24.37,25.58,0.59,3
447.27,0,3.56,32.19,1.28,14.83,15.32,0.38,2
453.95,0,3.3,27.9,1.74,12.81,13.09,0.32,2
440.6,0,3.56,27.18,3.16,13.61,13.81,0.27,2
413.9,0,3.64,33.26,3.61,17.52,17.69,0.26,2
367.17,0,3.13,41.13,3.28,18.84,19.02,0.28,2
320.44,0,2.66,45.78,3.04,16.12,16.32,0.31,2
293.73,0,2.42,47.92,2.92,13.09,13.31,0.34,2
283.72,0,2.51,49.35,2.8,11.05,11.34,0.39,2
287.06,0.02,2.87,50.07,2.71,10.04,10.43,0.5,2
297.07,0.08,3.47,51.5,2.71,9.6,10.09,0.58,1
303.75,0.15,3.26,56.51,2.83,9.5,10.02,0.59,1
297.07,0.18,2.27,66.52,3.07,9.9,10.4,0.57,1
287.06,0.15,1.17,79.39,3.13,10.94,11.37,0.55,2
277.04,0.11,0.99,84.4,3.07,11.53,11.91,0.61,2
270.37,0.1,0.96,89.41,3.07,11.5,11.83,0.63,2
263.69,0.09,0.87,95.84,2.68,10.75,11.08,0.62,2
260.35,0.09,0.94,100.14,2.33,10.69,11.09,0.68,2
260.35,0.09,1.21,100.14,2.18,10.91,11.4,0.81,2
273.71,0.13,2.66,88.69,2.06,11.89,12.59,1.16,2
310.42,0.11,4.76,75.82,2.21,13.67,14.7,1.47,2
353.81,0.01,5.83,67.95,2.62,15.16,16.56,1.52,2
390.53,0,6,64.37,2.98,16.33,18.09,1.43,2
393.87,0,5.57,60.8,2.8,17.11,19.21,1.36,2
377.18,0,5.4,55.79,2.41,17.79,20.12,1.36,2
367.17,0,5.74,44.7,1.83,18.45,21.11,1.38,2
357.15,0,5.91,31.83,1.25,18.94,21.8,1.39,2
340.46,0,5.27,24.32,0.93,19.34,22.29,1.54,2
330.45,0,4.46,19.31,0.78,19.96,23,1.68,2
327.11,0,3.81,15.56,0.65,20.63,23.73,1.65,3
327.11,0,3.26,12.88,0.54,21.2,24.3,1.55,3
327.11,0.01,2.87,11.62,0.48,21.46,24.5,1.41,3
327.11,0.02,2.57,12.7,0.52,21.47,24.44,1.28,3
333.79,0.1,2.66,19.31,0.77,21.67,24.68,1.31,3
293.73,0.08,2.04,62.23,1.51,19.63,21.63,0.97,2
300.41,0.13,2.04,62.94,1.71,19.69,21.53,0.95,2
307.08,0.15,1.67,68.67,1.88,20.27,22.05,0.96,3
283.72,0.08,1.02,90.12,1.49,17.86,19.12,0.63,2
277.04,0.06,0.86,92.98,1.22,16.62,17.64,0.54,2
277.04,0.06,0.86,94.41,1.18,17.21,18.22,0.56,2
277.04,0.06,0.85,94.41,1.07,17.17,18.14,0.59,2
277.04,0.07,0.87,94.41,0.93,16.89,17.81,0.63,2
280.38,0.09,1.01,95.84,0.9,17.71,18.69,0.71,2
300.41,0.13,2.12,86.55,0.94,19.12,20.32,1.11,2
330.45,0.06,3.3,67.23,1.03,20.2,21.77,1.52,3
353.81,0,3.6,49.35,1.03,20.16,22.14,1.52,3
380.52,0,3.94,35.41,1,20.48,22.97,1.33,3
403.88,0,4.2,24.32,0.9,21.24,24.27,1.3,3
413.9,0,4.11,17.7,0.79,21.93,25.39,1.35,3
420.57,0,3.9,14.13,0.66,22.28,25.73,1.31,3
417.23,0,3.47,13.77,0.46,22.15,25.1,1.09,3
400.54,0,2.79,17.88,0.45,22.42,24.82,0.9,3
377.18,0,2.06,28.97,0.86,25.77,27.8,0.78,4
367.17,0,1.69,26.11,0.88,29.89,32.09,0.86,4
363.83,0,1.54,21.64,0.84,33.92,36.52,1.03,4
370.5,0,1.56,17.88,0.86,37.52,40.44,1.14,4
387.19,0.01,1.76,16.45,1.06,41.15,44.27,1.05,4
433.92,0.06,2.53,19.31,1.77,46.65,50.04,0.95,4
560.76,0.12,3.47,45.78,4.53,55.23,58.47,0.92,5
567.44,0.2,3.3,54.36,4.53,55.87,59.14,0.77,5
560.76,0.24,2.91,67.95,4.83,57.77,61.13,0.71,5
567.44,0.17,2.06,97.28,4.23,51.68,54.34,0.64,5
554.09,0.11,1.95,111.58,3.76,48.4,50.61,0.5,4
527.38,0.1,2.1,117.3,4.53,49.98,52.17,0.25,4
500.68,0.05,2.4,121.59,6.5,49.08,50.98,0.01,4
480.65,0.04,2.66,121.59,8.94,47.25,48.83,0,4
460.63,0.04,2.87,121.59,11.21,46.02,47.46,0,4
453.95,0.03,3.56,110.15,12.04,45.32,46.75,0,4
460.63,0.01,4.2,94.41,11.21,45.83,47.3,0,4
460.63,0,4.37,83.69,10.01,46.71,48.23,0,4
460.63,0,4.41,75.82,8.35,48.17,49.95,0,4
453.95,0,4.37,63.66,6.38,47.86,50.01,0.01,4
440.6,0,4.37,50.78,5.48,45.75,48.16,0.28,4
433.92,0,4.33,28.61,2.95,44.02,46.94,0.79,4
433.92,0.01,3.94,13.41,1.22,41.7,45.01,1.14,4
433.92,0.03,3.34,7.24,0.71,39.18,42.48,1.68,4
427.25,0.04,2.91,4.34,0.57,38,41.04,2.53,4
417.23,0.06,2.72,3.17,0.57,37.47,40.31,3.48,4
407.22,0.06,2.87,3.49,0.66,37,39.35,4.69,4
400.54,0.09,3.6,4.29,0.74,36.28,38.5,5.26,4
397.21,0.33,4.41,3.26,0.66,36.09,38.79,3.04,4
427.25,1.24,5.74,3.22,0.82,36.81,40.45,1.52,4
423.91,0.11,4.2,45.06,2.65,33.32,35.82,0.18,4
407.22,0.22,4.46,47.92,2.35,31.79,34.82,0.49,4
380.52,0.29,4.33,54.36,2.18,32.58,36.19,0.95,4
307.08,0.15,2.14,86.55,1.64,29.38,32.67,0.55,4
267.03,0.1,1.25,101.57,1.64,28.45,31.61,0.44,4
257.02,0.1,1.06,107.29,1.74,29.25,32.49,0.55,4
250.34,0.09,0.94,110.15,1.54,28.95,32.07,0.66,4
247,0.09,0.94,111.58,1.39,27.87,30.91,0.82,4
257.02,0.11,1.09,110.15,1.4,27.38,30.33,1,4
283.72,0.16,2.38,100.14,1.57,28.26,31.24,1.43,4
323.77,0.09,4.76,80.82,1.71,29.26,32.34,1.93,4
360.49,0,6.26,65.09,2.09,29.34,32.44,1.96,4
383.85,0,7.2,53.64,2.59,28.96,31.98,1.66,4
387.19,0,7.28,44.35,2.44,28.6,31.62,1.47,4
380.52,0,6.94,37.91,1.97,28.46,31.55,1.38,4
373.84,0,6.51,32.54,1.58,28.45,31.39,1.27,4
357.15,0,6,28.97,1.28,28.13,30.62,1.27,4
337.12,0,5.27,27.54,1.15,28.03,30.2,1.44,4
317.1,0,4.67,27.18,1.12,28.15,30.12,1.54,4
303.75,0,4.2,26.46,1.07,28.43,30.16,1.28,4
287.06,0,3.9,31.47,1.24,28.34,29.71,1.03,4
270.37,0,3.21,50.07,1.97,27.24,28.1,0.54,4
270.37,0,3.09,52.93,2.35,25.61,26.32,0.36,4
280.38,0.02,3.56,47.21,2.8,23.53,24.25,0.33,3
303.75,0.11,5.06,37.55,4.11,19.78,20.49,0.08,2
313.76,0.3,5.74,31.11,5.07,15.97,16.7,0,2
310.42,0.33,4.71,33.98,4.59,12.77,13.49,0.01,2
300.41,0.22,2.59,39.34,2.98,8.67,9.26,0.14,1
303.75,0.14,1.52,40.41,1.58,5.91,6.4,0.34,1
317.1,0.12,1.23,45.42,0.86,5.33,5.79,0.46,1
333.79,0.1,1.27,55.08,0.68,6.33,6.82,0.52,1
350.48,0.11,1.54,60.08,0.72,7.79,8.33,0.6,1
357.15,0.1,1.89,60.8,0.8,8.5,9.06,0.63,1
363.83,0.1,2.79,56.51,1.12,9.31,9.92,0.67,1
377.18,0.04,3.81,50.78,1.73,10.57,11.25,0.67,2
383.85,0,4.33,47.21,2.89,12.05,12.79,0.63,2
397.21,0,4.97,43.27,4.29,13.89,14.72,0.59,2
407.22,0,5.23,38.98,5.19,15.48,16.37,0.55,2
413.9,0,5.18,35.05,5.66,16.53,17.44,0.49,2
420.57,0,5.1,30.4,5.42,17.28,18.22,0.49,2
423.91,0,4.88,26.11,4.77,17.58,18.49,0.54,2
420.57,0,4.84,23.6,4.35,17.91,18.72,0.71,2
410.56,0,4.5,22.35,4.05,18.22,18.98,0.67,2
403.88,0,4.28,20.92,3.73,18.47,19.24,0.69,2
393.87,0,4.24,20.39,3.43,19.16,19.9,0.74,2
383.85,0,4.46,20.21,3.1,20.51,21.27,0.74,3
377.18,0,4.88,20.56,2.89,22.59,23.5,0.67,3
377.18,0.05,5.74,21.1,2.95,24.18,25.4,0.55,3
380.52,0.13,6.34,26.11,3.49,21.41,22.51,0.08,3
380.52,0.11,6.17,26.46,2.77,18.61,19.64,0.18,2
377.18,0.08,5.66,27.18,2.09,16.03,17.03,0.35,2
363.83,0.1,4.33,28.25,1.88,11.06,11.87,0.36,2
353.81,0.15,3.56,31.47,2.33,7.72,8.4,0.37,1
350.48,0.18,3.34,37.91,3.76,6.3,6.91,0.36,1
350.48,0.17,3.34,44.35,5.96,5.95,6.49,0.29,1
347.14,0.11,3.43,45.06,7.51,6.1,6.62,0.24,1
333.79,0.06,3.51,38.98,7.27,5.68,6.19,0.22,1
320.44,0.03,4.24,31.11,6.56,5.32,5.88,0.32,1
327.11,0.02,5.31,25.75,6.38,5.62,6.29,0.38,1
330.45,0,5.74,22.53,6.26,6.14,6.94,0.42,1
337.12,0,6.43,19.31,6.08,7.12,8.08,0.51,1
337.12,0,6.6,16.27,5.72,7.93,9.04,0.5,1
333.79,0,6.34,13.23,5.25,8.16,9.34,0.42,1
327.11,0,5.66,10.82,4.41,7.56,8.75,0.4,1
313.76,0,4.67,9.57,3.46,6.59,7.72,0.44,1
303.75,0,3.77,9.21,2.65,5.93,7,0.47,1
293.73,0,2.91,9.03,2.12,5.39,6.35,0.48,1
